"sub","item","item_type","study_pos","ON_resp","ON_RT","RK_resp","accuracy"
1,"YAIL","nonword",NA,"new",1.80476999283,"N",TRUE
1,"LINE","word",NA,"old",2.48044300079,"R",FALSE
1,"WORK","word",NA,"new",2.65913295746,"N",TRUE
1,"COLD","word",NA,"new",2.91632199287,"N",TRUE
1,"FOMB","nonword",32,"old",3.95372390747,"R",TRUE
1,"MENC","nonword",39,"new",1.86191701889,"N",FALSE
1,"ZARC","nonword",NA,"old",4.63761496544,"R",FALSE
1,"GWUZ","nonword",43,"old",1.90389609337,"R",TRUE
1,"WARM","word",53,"new",3.67886805534,"N",FALSE
1,"NAUC","nonword",NA,"old",2.00392913818,"R",FALSE
1,"CHIE","nonword",28,"old",1.55499196053,"K",TRUE
1,"GATE","word",NA,"new",5.03177595139,"N",TRUE
1,"LEFT","word",15,"old",4.54057979584,"R",TRUE
1,"YOGG","nonword",59,"old",1.50884795189,"K",TRUE
1,"TRUV","nonword",NA,"new",3.52592301369,"N",TRUE
1,"RAIN","word",NA,"new",3.67273402214,"N",TRUE
1,"WONE","nonword",NA,"old",1.73394083977,"K",FALSE
1,"ZELF","nonword",27,"old",4.17713189125,"K",TRUE
1,"ZYSE","nonword",NA,"new",3.41155600548,"N",TRUE
1,"CHUR","nonword",NA,"new",2.27636194229,"N",TRUE
1,"ZUNK","nonword",31,"old",1.56978797913,"R",TRUE
1,"ABST","nonword",NA,"new",2.27886009216,"N",TRUE
1,"HOME","word",25,"old",1.62825584412,"R",TRUE
1,"COLV","nonword",16,"new",1.5988111496,"N",FALSE
1,"SEAT","word",NA,"old",6.29269504547,"R",FALSE
1,"PLOK","nonword",NA,"new",1.71826291084,"N",TRUE
1,"SEFS","nonword",12,"new",4.23570513725,"N",FALSE
1,"RETE","nonword",NA,"new",1.52035093307,"N",TRUE
1,"MAKE","word",21,"new",1.12389922142,"N",FALSE
1,"KEPH","nonword",NA,"new",1.21547102928,"N",TRUE
1,"SPIZ","nonword",8,"old",1.76120710373,"R",TRUE
1,"LORT","nonword",29,"old",5.98660492897,"R",TRUE
2,"ZARC","nonword",NA,"new",6.24586319923,"N",TRUE
2,"BEEF","word",NA,"new",1.80788898468,"N",TRUE
2,"SOFT","word",30,"old",1.54760098457,"R",TRUE
2,"YOGG","nonword",60,"new",2.90859293938,"N",FALSE
2,"TIME","word",NA,"new",1.83557200432,"N",TRUE
2,"GWIC","nonword",51,"old",2.6013109684,"K",TRUE
2,"HALF","word",48,"new",1.81822299957,"N",FALSE
2,"DAUV","nonword",21,"old",2.41158986092,"K",TRUE
2,"WONC","nonword",NA,"new",1.37626218796,"N",TRUE
2,"SNUZ","nonword",NA,"old",2.21788883209,"K",FALSE
2,"JAUK","nonword",NA,"old",2.80909705162,"K",FALSE
2,"JOSP","nonword",NA,"new",3.1317679882,"N",TRUE
2,"HOME","word",NA,"old",3.3491230011,"R",FALSE
2,"NALN","nonword",NA,"new",2.58959197998,"N",TRUE
2,"WORK","word",19,"old",1.74104404449,"R",TRUE
2,"DUFE","nonword",NA,"old",3.0241830349,"R",FALSE
2,"HOLD","word",11,"old",2.55109500885,"K",TRUE
2,"WONS","nonword",NA,"old",1.95457792282,"R",FALSE
2,"BLUE","word",NA,"new",1.23492693901,"N",TRUE
2,"WANT","word",1,"old",1.22450304031,"K",TRUE
2,"NOGE","nonword",NA,"old",2.10386991501,"K",FALSE
2,"HAND","word",NA,"old",2.71694016457,"R",FALSE
2,"SOAP","word",25,"old",1.1898829937,"R",TRUE
2,"LODD","nonword",38,"old",1.25111603737,"R",TRUE
2,"WONE","nonword",49,"old",1.18642497063,"R",TRUE
2,"FOSK","nonword",47,"new",1.31331896782,"N",FALSE
2,"LIKE","word",18,"old",1.69530701637,"R",TRUE
2,"FACE","word",53,"old",1.88638091087,"R",TRUE
2,"LOOK","word",NA,"old",3.02761292458,"K",FALSE
2,"NARN","nonword",43,"old",1.16605901718,"R",TRUE
2,"ZELF","nonword",NA,"new",1.91324400902,"N",TRUE
2,"LORT","nonword",NA,"old",1.41476798058,"K",FALSE
2,"KISS","word",34,"new",1.27384209633,"N",FALSE
2,"CALL","word",27,"old",1.37557196617,"R",TRUE
2,"GATE","word",50,"new",1.46264004707,"N",FALSE
2,"CLOF","nonword",22,"old",1.47036790848,"R",TRUE
2,"CAKE","word",NA,"new",1.08514094353,"N",TRUE
2,"SOTE","nonword",4,"old",1.63308191299,"R",TRUE
2,"TRUV","nonword",NA,"new",1.73182201385,"N",TRUE
2,"LINE","word",NA,"old",1.10154390335,"K",FALSE
2,"RAIN","word",NA,"new",1.0964820385,"N",TRUE
2,"BIRD","word",NA,"new",2.35419297218,"N",TRUE
2,"SELF","word",31,"old",1.07977294922,"K",TRUE
2,"SKIN","word",NA,"new",2.07879900932,"N",TRUE
2,"SALT","word",24,"old",1.22025513649,"R",TRUE
2,"NOTE","word",2,"old",2.57169389725,"R",TRUE
2,"HEWF","nonword",16,"old",1.3665599823,"R",TRUE
2,"HEAD","word",26,"old",1.02787899971,"R",TRUE
2,"HALL","word",NA,"new",2.16696691513,"N",TRUE
2,"KEPH","nonword",NA,"old",1.93862986565,"K",FALSE
2,"LIFE","word",NA,"old",1.04566001892,"R",FALSE
2,"TALK","word",NA,"old",1.39878797531,"R",FALSE
2,"GIRL","word",NA,"new",1.06807613373,"N",TRUE
2,"COLV","nonword",NA,"old",0.939835071564,"K",FALSE
2,"FOMB","nonword",NA,"new",1.55299687386,"N",TRUE
2,"CHIE","nonword",NA,"old",1.45471215248,"K",FALSE
2,"NAUC","nonword",15,"old",1.0837700367,"R",TRUE
2,"CASH","word",14,"new",1.12285709381,"N",FALSE
2,"SHOP","word",37,"new",1.91044306755,"N",FALSE
2,"CHUR","nonword",20,"old",1.24412798882,"R",TRUE
2,"YAIL","nonword",17,"old",1.10331177711,"R",TRUE
2,"PLOK","nonword",NA,"new",1.73252511024,"N",TRUE
2,"PAGE","word",56,"old",1.13407897949,"K",TRUE
2,"RETE","nonword",3,"old",1.47538900375,"R",TRUE
2,"HESP","nonword",44,"new",1.19228100777,"N",FALSE
2,"SIME","nonword",7,"new",3.13405489922,"N",FALSE
2,"ABST","nonword",NA,"new",1.58302092552,"N",TRUE
2,"SWAZ","nonword",NA,"old",1.14271497726,"R",FALSE
2,"SNOW","word",40,"old",1.51597309113,"R",TRUE
2,"MIND","word",42,"new",1.087059021,"N",FALSE
2,"LATT","nonword",39,"old",1.07494306564,"R",TRUE
2,"TREE","word",NA,"new",1.55795407295,"N",TRUE
2,"KLIB","nonword",NA,"old",3.03579998016,"R",FALSE
2,"MAKE","word",NA,"new",1.02231001854,"N",TRUE
2,"COAT","word",NA,"new",1.30990600586,"N",TRUE
2,"WUIL","nonword",NA,"old",1.49163603783,"R",FALSE
2,"BATH","word",NA,"old",1.47090816498,"K",FALSE
2,"DWEK","nonword",NA,"old",1.50009012222,"K",FALSE
2,"WIND","word",55,"new",1.19510602951,"N",FALSE
2,"VEUL","nonword",59,"new",2.25664281845,"N",FALSE
2,"REST","word",NA,"new",1.01004505157,"N",TRUE
2,"TASP","nonword",13,"new",1.04367089272,"N",FALSE
2,"KNEE","word",41,"new",1.25512599945,"N",FALSE
2,"WARM","word",54,"new",1.24876308441,"N",FALSE
2,"TUCE","nonword",NA,"old",1.68460512161,"K",FALSE
2,"ROOM","word",58,"old",1.3849439621,"K",TRUE
2,"ROAD","word",NA,"old",3.4084918499,"K",FALSE
2,"SONG","word",9,"old",1.44505405426,"R",TRUE
2,"COLD","word",29,"old",1.60825705528,"R",TRUE
2,"ZUNK","nonword",NA,"new",3.61920499802,"N",TRUE
2,"DOOR","word",NA,"old",2.10840201378,"R",FALSE
2,"LEFT","word",45,"old",1.60165810585,"R",TRUE
2,"DOYS","nonword",NA,"new",1.49640703201,"N",TRUE
2,"BOOK","word",NA,"old",1.29820609093,"R",FALSE
2,"ZEAM","nonword",NA,"old",5.85157799721,"K",FALSE
2,"YEAR","word",12,"new",1.41116809845,"N",FALSE
2,"WALK","word",NA,"old",1.07693099976,"R",FALSE
2,"MENC","nonword",23,"new",1.70412182808,"N",FALSE
2,"DENC","nonword",28,"old",1.74373102188,"R",TRUE
2,"WASH","word",NA,"new",1.63469099998,"N",TRUE
2,"SEAT","word",NA,"old",1.37624788284,"K",FALSE
2,"FACT","word",NA,"new",1.21138906479,"N",TRUE
2,"HOAB","nonword",NA,"old",0.941239833832,"K",FALSE
2,"GWUZ","nonword",5,"old",2.00465083122,"R",TRUE
2,"JALT","nonword",NA,"new",1.12335705757,"N",TRUE
2,"DATE","word",NA,"old",1.27924489975,"K",FALSE
2,"GOOD","word",NA,"old",1.14837813377,"K",FALSE
2,"UFTS","nonword",46,"new",1.69168686867,"N",FALSE
2,"DAPT","nonword",35,"old",1.22933697701,"R",TRUE
2,"VABB","nonword",52,"old",1.1825978756,"R",TRUE
2,"MYDE","nonword",8,"new",1.02157211304,"N",FALSE
2,"RILM","nonword",36,"old",1.23741698265,"K",TRUE
2,"CWUL","nonword",33,"new",1.66438412666,"N",FALSE
2,"HAVE","word",NA,"new",1.74396300316,"N",TRUE
2,"HELP","word",6,"old",1.13560605049,"R",TRUE
2,"FEET","word",10,"new",1.6166498661,"N",FALSE
2,"CWEB","nonword",NA,"new",1.30602288246,"N",TRUE
2,"ZYSE","nonword",NA,"old",1.14578700066,"K",FALSE
2,"SPIZ","nonword",32,"old",1.251308918,"R",TRUE
2,"SEFS","nonword",57,"new",1.63212394714,"N",FALSE
3,"TRUV","nonword",NA,"old",5.48285913467,"R",FALSE
3,"NALN","nonword",NA,"new",2.91157793999,"N",TRUE
3,"HALL","word",NA,"old",1.92493414879,"R",FALSE
3,"DENC","nonword",14,"old",3.78434514999,"R",TRUE
3,"BOOK","word",32,"new",10.5249559879,"N",FALSE
3,"MIND","word",NA,"old",3.71796488762,"R",FALSE
3,"RILM","nonword",NA,"new",6.15469312668,"N",TRUE
3,"GIRL","word",NA,"new",1.5507338047,"N",TRUE
3,"ROOM","word",NA,"old",1.50047802925,"R",FALSE
3,"MENC","nonword",NA,"old",1.901460886,"R",FALSE
3,"GWUZ","nonword",NA,"old",2.69265079498,"R",FALSE
3,"WONC","nonword",NA,"old",4.24578499794,"R",FALSE
3,"DATE","word",NA,"old",12.0864760876,"R",FALSE
3,"GWIC","nonword",NA,"old",1.67667484283,"R",FALSE
3,"LORT","nonword",NA,"new",1.24172210693,"N",TRUE
3,"WASH","word",8,"old",3.09359788895,"R",TRUE
3,"BATH","word",NA,"new",1.5991358757,"N",TRUE
3,"SOAP","word",53,"old",1.04478979111,"R",TRUE
3,"KEPH","nonword",NA,"new",1.41975283623,"N",TRUE
3,"BEEF","word",51,"old",1.47547221184,"R",TRUE
3,"LEFT","word",NA,"new",1.18457698822,"N",TRUE
3,"KNEE","word",NA,"new",0.960030078888,"N",TRUE
3,"DOYS","nonword",56,"old",1.20388102531,"R",TRUE
3,"MYDE","nonword",23,"old",1.69332408905,"R",TRUE
3,"CWUL","nonword",49,"old",1.09834504128,"R",TRUE
3,"DWEK","nonword",NA,"old",1.64924407005,"R",FALSE
3,"DAUV","nonword",22,"old",1.3303771019,"R",TRUE
3,"SKIN","word",NA,"new",1.48326396942,"N",TRUE
3,"SWAZ","nonword",NA,"new",1.65468978882,"N",TRUE
3,"SELF","word",NA,"old",1.31240797043,"R",FALSE
3,"WIND","word",27,"old",0.891605854034,"R",TRUE
3,"TIME","word",36,"old",1.34132599831,"R",TRUE
3,"HAVE","word",NA,"old",16.8168728352,"R",FALSE
3,"UFTS","nonword",NA,"new",1.33531117439,"N",TRUE
3,"CWEB","nonword",15,"old",1.56900811195,"R",TRUE
3,"COAT","word",33,"new",1.10200095177,"N",FALSE
3,"BLUE","word",57,"old",1.38980698586,"R",TRUE
3,"ABST","nonword",55,"old",1.02302789688,"R",TRUE
3,"MAKE","word",29,"new",0.984046936035,"N",FALSE
3,"ROAD","word",NA,"old",1.27985191345,"R",FALSE
3,"JAUK","nonword",48,"old",1.24716281891,"R",TRUE
3,"VEUL","nonword",NA,"old",2.0324420929,"R",FALSE
3,"FACT","word",11,"old",1.10750389099,"R",TRUE
3,"CHIE","nonword",19,"old",2.02077794075,"R",TRUE
3,"YAIL","nonword",24,"old",1.52982401848,"R",TRUE
3,"ZARC","nonword",NA,"old",1.16093993187,"R",FALSE
3,"SOFT","word",6,"old",3.52455401421,"R",TRUE
3,"COLV","nonword",43,"old",0.819039821625,"R",TRUE
3,"COLD","word",28,"new",0.936273097992,"N",FALSE
3,"ZEAM","nonword",47,"old",1.45009493828,"R",TRUE
3,"HOLD","word",46,"old",0.825268030167,"R",TRUE
3,"WORK","word",42,"old",1.04467201233,"R",TRUE
3,"KISS","word",NA,"old",1.50006699562,"R",FALSE
3,"SEFS","nonword",26,"old",0.851286172867,"R",TRUE
3,"WUIL","nonword",4,"old",1.91870498657,"R",TRUE
3,"VABB","nonword",25,"new",5.30970215797,"N",FALSE
3,"CALL","word",16,"old",0.932250976562,"R",TRUE
3,"GATE","word",37,"old",0.825482845306,"R",TRUE
3,"HOME","word",5,"old",1.50084710121,"R",TRUE
3,"REST","word",NA,"new",0.899710893631,"N",TRUE
3,"FACE","word",30,"old",1.02761602402,"R",TRUE
3,"HEWF","nonword",NA,"new",1.27665400505,"N",TRUE
3,"SPIZ","nonword",34,"old",0.810451030731,"R",TRUE
3,"KLIB","nonword",35,"new",0.899808883667,"N",FALSE
3,"LATT","nonword",NA,"old",0.755464076996,"R",FALSE
3,"PAGE","word",40,"old",0.848865032196,"R",TRUE
3,"FOMB","nonword",50,"old",1.19022202492,"R",TRUE
3,"SONG","word",10,"new",0.983364105225,"N",FALSE
3,"PLOK","nonword",20,"new",1.65498590469,"N",FALSE
3,"FOSK","nonword",NA,"new",1.11252307892,"N",TRUE
3,"WONS","nonword",3,"new",1.23001599312,"N",FALSE
3,"YOGG","nonword",21,"old",1.30796003342,"R",TRUE
3,"HEAD","word",2,"old",1.28727889061,"R",TRUE
3,"ZELF","nonword",NA,"old",0.672602891922,"R",FALSE
3,"DAPT","nonword",9,"old",1.69367003441,"R",TRUE
3,"YEAR","word",13,"old",2.56090712547,"R",TRUE
3,"SALT","word",NA,"new",2.07538104057,"N",TRUE
3,"LIFE","word",NA,"old",1.36099600792,"R",FALSE
3,"HOAB","nonword",38,"old",1.38396501541,"R",TRUE
3,"TASP","nonword",NA,"new",0.802852153778,"N",TRUE
3,"CAKE","word",NA,"old",0.878854990005,"R",FALSE
3,"JOSP","nonword",41,"old",0.964032173157,"R",TRUE
3,"HALF","word",54,"old",1.30737400055,"R",TRUE
3,"TUCE","nonword",NA,"new",0.772599220276,"N",TRUE
3,"HELP","word",59,"old",0.854370832443,"R",TRUE
3,"TALK","word",NA,"old",1.02777099609,"R",FALSE
3,"SOTE","nonword",18,"old",1.01921010017,"R",TRUE
3,"CHUR","nonword",NA,"old",0.960393190384,"R",FALSE
3,"CASH","word",NA,"new",0.673578977585,"N",TRUE
3,"GOOD","word",NA,"old",1.03154397011,"R",FALSE
3,"NARN","nonword",NA,"old",0.68471288681,"R",FALSE
3,"JALT","nonword",NA,"old",1.0400519371,"R",FALSE
3,"ZUNK","nonword",12,"old",0.95342707634,"R",TRUE
3,"CLOF","nonword",7,"old",0.862551927567,"R",TRUE
3,"SHOP","word",NA,"old",8.54420208931,"R",FALSE
3,"NOGE","nonword",NA,"old",0.652101039886,"R",FALSE
3,"LINE","word",NA,"old",0.605473041534,"R",FALSE
3,"FEET","word",NA,"new",0.988945960999,"N",TRUE
3,"WARM","word",NA,"new",0.948502063751,"N",TRUE
3,"DUFE","nonword",52,"new",1.41207313538,"N",FALSE
3,"DOOR","word",60,"old",0.821842908859,"R",TRUE
3,"ZYSE","nonword",NA,"old",1.19517207146,"R",FALSE
3,"WANT","word",17,"old",0.602437019348,"R",TRUE
3,"SIME","nonword",31,"old",0.718113183975,"R",TRUE
3,"WALK","word",NA,"new",0.891321182251,"N",TRUE
3,"LIKE","word",58,"old",0.725024938583,"R",TRUE
3,"LOOK","word",NA,"old",2.4026081562,"R",FALSE
3,"WONE","nonword",NA,"old",1.01559686661,"R",FALSE
3,"HESP","nonword",NA,"new",0.810557126999,"N",TRUE
3,"NOTE","word",44,"old",1.33249282837,"R",TRUE
3,"SNUZ","nonword",NA,"old",1.42178010941,"R",FALSE
3,"HAND","word",39,"old",0.730795145035,"R",TRUE
3,"TREE","word",NA,"old",16.8568439484,"R",FALSE
3,"SNOW","word",NA,"old",0.827539920807,"R",FALSE
3,"NAUC","nonword",1,"old",3.45310115814,"R",TRUE
3,"BIRD","word",NA,"old",3.04580688477,"R",FALSE
3,"RETE","nonword",NA,"new",1.91024494171,"N",TRUE
3,"SEAT","word",NA,"new",1.33170294762,"N",TRUE
3,"LODD","nonword",NA,"old",2.76561808586,"R",FALSE
3,"RAIN","word",45,"old",1.84587407112,"R",TRUE
4,"DAPT","nonword",40,"old",4.67063689232,"R",TRUE
4,"MENC","nonword",NA,"new",1.68453097343,"N",TRUE
4,"GATE","word",NA,"new",5.17592906952,"N",TRUE
4,"REST","word",NA,"old",2.07265710831,"R",FALSE
4,"NOTE","word",10,"old",2.6057639122,"K",TRUE
4,"ZARC","nonword",28,"old",1.67661499977,"K",TRUE
4,"WORK","word",NA,"new",1.6615588665,"N",TRUE
4,"HALF","word",NA,"new",5.07709598541,"N",TRUE
4,"LOOK","word",5,"old",2.73781704903,"R",TRUE
4,"SIME","nonword",NA,"new",5.71061587334,"N",TRUE
4,"WIND","word",20,"old",4.34115099907,"R",TRUE
4,"NARN","nonword",NA,"old",2.3995718956,"R",FALSE
4,"KISS","word",24,"old",1.35646700859,"K",TRUE
4,"WALK","word",NA,"old",3.03585791588,"R",FALSE
4,"JOSP","nonword",NA,"new",1.50628113747,"N",TRUE
4,"VEUL","nonword",NA,"new",4.65786790848,"N",TRUE
4,"KLIB","nonword",NA,"new",2.85841298103,"N",TRUE
4,"JAUK","nonword",NA,"old",2.33989286423,"R",FALSE
4,"DATE","word",NA,"old",1.30078697205,"K",FALSE
4,"RAIN","word",8,"old",1.17184782028,"K",TRUE
4,"GWIC","nonword",52,"old",1.10521197319,"K",TRUE
4,"CWUL","nonword",NA,"old",1.44644498825,"R",FALSE
4,"TUCE","nonword",33,"old",1.70763111115,"K",TRUE
4,"WARM","word",36,"new",1.46472096443,"N",FALSE
4,"RETE","nonword",18,"new",3.36816811562,"N",FALSE
4,"DOYS","nonword",NA,"old",2.4352850914,"R",FALSE
4,"YEAR","word",NA,"old",4.01043391228,"R",FALSE
4,"WONE","nonword",2,"old",1.28863596916,"K",TRUE
4,"LORT","nonword",NA,"new",2.0980899334,"N",TRUE
4,"BEEF","word",25,"old",1.17952919006,"K",TRUE
4,"ABST","nonword",NA,"new",1.87459516525,"N",TRUE
4,"ZEAM","nonword",59,"new",1.65600705147,"N",FALSE
4,"CWEB","nonword",39,"old",1.23351216316,"K",TRUE
4,"YAIL","nonword",7,"old",1.01480102539,"K",TRUE
4,"WUIL","nonword",43,"old",2.15843296051,"K",TRUE
4,"CHUR","nonword",NA,"new",1.67502713203,"N",TRUE
4,"KNEE","word",NA,"old",1.23259305954,"K",FALSE
4,"COAT","word",NA,"new",1.41577506065,"N",TRUE
4,"MAKE","word",41,"old",5.66566205025,"R",TRUE
4,"PAGE","word",NA,"new",1.53921413422,"N",TRUE
4,"VABB","nonword",NA,"new",3.50087308884,"N",TRUE
4,"DUFE","nonword",23,"old",1.45194888115,"R",TRUE
4,"DAUV","nonword",49,"old",2.82721114159,"K",TRUE
4,"SALT","word",44,"new",2.31386995316,"N",FALSE
4,"BOOK","word",32,"new",2.35100889206,"N",FALSE
4,"SEFS","nonword",NA,"new",3.39639616013,"N",TRUE
4,"FOSK","nonword",NA,"new",12.2418570518,"N",TRUE
4,"NAUC","nonword",NA,"old",2.38036608696,"R",FALSE
4,"TALK","word",60,"new",2.03905892372,"N",FALSE
4,"DENC","nonword",57,"new",2.78833794594,"N",FALSE
4,"SEAT","word",22,"old",1.1316819191,"R",TRUE
4,"WANT","word",NA,"old",2.87914299965,"K",FALSE
4,"SONG","word",12,"new",2.54760408401,"N",FALSE
4,"SNUZ","nonword",30,"new",3.93886399269,"N",FALSE
4,"DWEK","nonword",NA,"old",4.45194506645,"R",FALSE
4,"FEET","word",19,"old",1.25038099289,"K",TRUE
4,"HELP","word",34,"old",2.24176907539,"K",TRUE
4,"LEFT","word",9,"new",3.60452008247,"N",FALSE
4,"MIND","word",NA,"new",2.54341006279,"N",TRUE
4,"LINE","word",53,"old",1.06281495094,"K",TRUE
4,"LIFE","word",NA,"old",2.30427694321,"R",FALSE
4,"SOAP","word",NA,"old",1.35915398598,"K",FALSE
4,"NALN","nonword",31,"new",2.61422896385,"N",FALSE
4,"WASH","word",50,"old",1.97571802139,"K",TRUE
4,"LIKE","word",1,"old",1.29114603996,"K",TRUE
4,"RILM","nonword",56,"old",3.50812101364,"R",TRUE
4,"SOTE","nonword",47,"old",3.37685012817,"R",TRUE
4,"SELF","word",NA,"new",1.67736577988,"N",TRUE
4,"HEWF","nonword",16,"new",3.25871300697,"N",FALSE
4,"GWUZ","nonword",13,"old",4.30003809929,"R",TRUE
4,"TRUV","nonword",NA,"old",7.90887212753,"R",FALSE
4,"ZUNK","nonword",3,"old",1.60398197174,"K",TRUE
4,"WONC","nonword",14,"old",1.99917602539,"R",TRUE
4,"COLD","word",NA,"new",2.4700050354,"N",TRUE
4,"BIRD","word",NA,"new",1.54723501205,"N",TRUE
4,"CASH","word",11,"old",3.26697921753,"R",TRUE
4,"HOME","word",21,"new",3.51540207863,"N",FALSE
4,"CALL","word",4,"old",1.68867588043,"R",TRUE
4,"MYDE","nonword",45,"old",6.96620488167,"R",TRUE
4,"YOGG","nonword",17,"old",1.35566806793,"K",TRUE
4,"ZELF","nonword",48,"new",1.82680511475,"N",FALSE
4,"BLUE","word",29,"new",1.98606109619,"N",FALSE
4,"LATT","nonword",NA,"old",1.86553692818,"R",FALSE
4,"HALL","word",NA,"old",1.18873405457,"R",FALSE
4,"DOOR","word",NA,"new",2.37957501411,"N",TRUE
4,"CAKE","word",15,"old",4.07720804214,"K",TRUE
4,"TASP","nonword",NA,"old",7.00373387337,"R",FALSE
